region_id,date,area_m2,will_process,status,skip_reason,timestamp
region0,2023-06-30,10189.2,True,QUEUED,N/A,2026-02-05T10:05:14.795094
region0,2023-07-31,10189.2,True,QUEUED,N/A,2026-02-05T10:05:14.795094
region0,2023-08-31,10189.2,True,QUEUED,N/A,2026-02-05T10:05:14.795094
region1,2023-06-30,3311.11,True,QUEUED,N/A,2026-02-05T10:05:14.795094
region1,2023-07-31,3311.11,True,QUEUED,N/A,2026-02-05T10:05:14.795094
region1,2023-08-31,3311.11,True,QUEUED,N/A,2026-02-05T10:05:14.795094
region2,2023-06-30,25232.42,True,QUEUED,N/A,2026-02-05T10:05:14.795094
region2,2023-07-31,25232.42,True,QUEUED,N/A,2026-02-05T10:05:14.795094
region2,2023-08-31,25232.42,True,QUEUED,N/A,2026-02-05T10:05:14.795094
region3,2023-06-30,37378.53,True,QUEUED,N/A,2026-02-05T10:05:14.795094
region3,2023-07-31,37378.53,True,QUEUED,N/A,2026-02-05T10:05:14.795094
region3,2023-08-31,37378.53,True,QUEUED,N/A,2026-02-05T10:05:14.795094
region4,2023-06-30,22477.7,True,QUEUED,N/A,2026-02-05T10:05:14.795094
region4,2023-07-31,22477.7,True,QUEUED,N/A,2026-02-05T10:05:14.795094
region4,2023-08-31,22477.7,True,QUEUED,N/A,2026-02-05T10:05:14.795094
region5,2023-06-30,6503.72,True,QUEUED,N/A,2026-02-05T10:05:14.795094
region5,2023-07-31,6503.72,True,QUEUED,N/A,2026-02-05T10:05:14.795094
region5,2023-08-31,6503.72,True,QUEUED,N/A,2026-02-05T10:05:14.795094
region6,2023-06-30,19116.32,True,QUEUED,N/A,2026-02-05T10:05:14.795094
region6,2023-07-31,19116.32,True,QUEUED,N/A,2026-02-05T10:05:14.795094
region6,2023-08-31,19116.32,True,QUEUED,N/A,2026-02-05T10:05:14.795094
region7,2023-06-30,29843.5,True,QUEUED,N/A,2026-02-05T10:05:14.810758
region7,2023-07-31,29843.5,True,QUEUED,N/A,2026-02-05T10:05:14.810758
region7,2023-08-31,29843.5,True,QUEUED,N/A,2026-02-05T10:05:14.810758
region8,2023-06-30,30458.06,True,QUEUED,N/A,2026-02-05T10:05:14.810758
region8,2023-07-31,30458.06,True,QUEUED,N/A,2026-02-05T10:05:14.810758
region8,2023-08-31,30458.06,True,QUEUED,N/A,2026-02-05T10:05:14.810758
region9,2023-06-30,10847.28,True,QUEUED,N/A,2026-02-05T10:05:14.810758
region9,2023-07-31,10847.28,True,QUEUED,N/A,2026-02-05T10:05:14.810758
region9,2023-08-31,10847.28,True,QUEUED,N/A,2026-02-05T10:05:14.810758
region10,2023-06-30,21181.56,True,QUEUED,N/A,2026-02-05T10:05:14.810758
region10,2023-07-31,21181.56,True,QUEUED,N/A,2026-02-05T10:05:14.810758
region10,2023-08-31,21181.56,True,QUEUED,N/A,2026-02-05T10:05:14.810758
